"","uniqueIDsite","unIDyearSite","uniqueIDYear","uniqueID","site","year","block","row","treat","seedl_nr","height","diam_mm","dateYear","mort_date","notes","mortality","mort_binar","waxQual","damage","percentDebark","waxHeight_cm","rootCol","origNotes","mort2","rank","sumDamage","sumMort","ZeroDam"
"406","B7R6collarS6 clearcut","B7R6collarS6_2020_clearcut","B7R6collarS6_2020","B7R6collarS6","clearcut",2020,7,6,"collar",6,51,8,2020,0,"alive","alive",0,0,100,0,0,"Z","alive",0,1,100,0,1
"407","B7R6collarS7 clearcut","B7R6collarS7_2020_clearcut","B7R6collarS7_2020","B7R6collarS7","clearcut",2020,7,6,"collar",7,43,9.6,2020,0,"alive","alive",0,0,500,0,0,"Z","alive",0,1,500,0,1
"408","B8R1chemicalS1 clearcut","B8R1chemicalS1_2020_clearcut","B8R1chemicalS1_2020","B8R1chemicalS1","clearcut",2020,8,1,"chemical",1,67,12.1,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,1,20,0,1
"409","B8R1chemicalS10 clearcut","B8R1chemicalS10_2018_clearcut","B8R1chemicalS10_2018","B8R1chemicalS10","clearcut",2018,8,1,"chemical",10,0,NA,2018,2018,"Hylobius","dead",1,0,10,10,0,"","other",1,1,10,1,1
"410","B8R1chemicalS2 clearcut","B8R1chemicalS2_2018_clearcut","B8R1chemicalS2_2018","B8R1chemicalS2","clearcut",2018,8,1,"chemical",2,0,NA,2018,2018,"Hylobius","dead",1,0,180,70,0,"","Hylobius",1,1,180,1,1
"411","B8R1chemicalS3 clearcut","B8R1chemicalS3_2018_clearcut","B8R1chemicalS3_2018","B8R1chemicalS3","clearcut",2018,8,1,"chemical",3,65,10.3,2018,0,"alive","alive",0,0,60,30,0,"","alive",0,1,60,0,1
"412","B8R1chemicalS4 clearcut","B8R1chemicalS4_2018_clearcut","B8R1chemicalS4_2018","B8R1chemicalS4","clearcut",2018,8,1,"chemical",4,32,4.6,2018,0,"alive","alive",0,0,50,20,0,"","alive",0,1,50,1,1
"413","B8R1chemicalS6 clearcut","B8R1chemicalS6_2018_clearcut","B8R1chemicalS6_2018","B8R1chemicalS6","clearcut",2018,8,1,"chemical",6,76,10.7,2018,0,"alive","alive",0,0,40,10,0,"","alive",0,1,160,0,1
"414","B8R1chemicalS6 clearcut","B8R1chemicalS6_2019_clearcut","B8R1chemicalS6_2019","B8R1chemicalS6","clearcut",2019,8,1,"chemical",6,74,11.5,2019,0,"alive","alive",0,0,100,10,0,"","alive",0,1,160,0,1
"415","B8R1chemicalS6 clearcut","B8R1chemicalS6_2020_clearcut","B8R1chemicalS6_2020","B8R1chemicalS6","clearcut",2020,8,1,"chemical",6,75,12.9,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,1,160,0,1
"416","B8R1chemicalS8 clearcut","B8R1chemicalS8_2018_clearcut","B8R1chemicalS8_2018","B8R1chemicalS8","clearcut",2018,8,1,"chemical",8,43,5.7,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1
"417","B8R1chemicalS9 clearcut","B8R1chemicalS9_2018_clearcut","B8R1chemicalS9_2018","B8R1chemicalS9","clearcut",2018,8,1,"chemical",9,0,NA,2018,2018,"Hylobius","dead",1,0,40,20,0,"","other",1,1,40,1,1
"418","B8R2wax FS1 clearcut","B8R2wax FS1_2019_clearcut","B8R2wax FS1_2019","B8R2wax FS1","clearcut",2019,8,2,"wax F",1,39,9.4,2019,0,"alive","alive",0,1,120,30,0,"","alive",0,2,120,0,1
"419","B8R2wax FS10 clearcut","B8R2wax FS10_2019_clearcut","B8R2wax FS10_2019","B8R2wax FS10","clearcut",2019,8,2,"wax F",10,48,11.5,2019,0,"alive","alive",0,2,80,20,0,"","alive",0,3,80,0,1
"420","B8R2wax FS3 clearcut","B8R2wax FS3_2019_clearcut","B8R2wax FS3_2019","B8R2wax FS3","clearcut",2019,8,2,"wax F",3,39,5.2,2019,0,"alive","alive",0,4,800,100,0,"","alive",0,5,1560,1,1
"421","B8R2wax FS3 clearcut","B8R2wax FS3_2020_clearcut","B8R2wax FS3_2020","B8R2wax FS3","clearcut",2020,8,2,"wax F",3,0,NA,2020,2020,"Hylobius","dead",1,4,760,0,0,"","Hylobius",1,5,1560,1,1
"422","B8R2wax FS5 clearcut","B8R2wax FS5_2019_clearcut","B8R2wax FS5_2019","B8R2wax FS5","clearcut",2019,8,2,"wax F",5,49,8.9,2019,0,"alive","alive",0,2,640,100,0,"","alive",0,3,1180,1,1
"423","B8R2wax FS5 clearcut","B8R2wax FS5_2020_clearcut","B8R2wax FS5_2020","B8R2wax FS5","clearcut",2020,8,2,"wax F",5,0,NA,2020,2020,"Hylobius","dead",1,2,540,0,0,"","Hylobius",1,3,1180,1,1
"424","B8R2wax FS6 clearcut","B8R2wax FS6_2019_clearcut","B8R2wax FS6_2019","B8R2wax FS6","clearcut",2019,8,2,"wax F",6,67,12.5,2019,0,"alive","alive",0,3,760,100,0,"","alive",0,4,1610,1,1
"425","B8R2wax FS6 clearcut","B8R2wax FS6_2020_clearcut","B8R2wax FS6_2020","B8R2wax FS6","clearcut",2020,8,2,"wax F",6,0,NA,2020,2020,"Hylobius","dead",1,3,850,0,0,"","Hylobius",1,4,1610,1,1
"426","B8R2wax FS7 clearcut","B8R2wax FS7_2019_clearcut","B8R2wax FS7_2019","B8R2wax FS7","clearcut",2019,8,2,"wax F",7,36,8.5,2019,0,"alive","alive",0,3,760,100,0,"","alive",0,4,760,1,1
"427","B8R2wax FS8 clearcut","B8R2wax FS8_2019_clearcut","B8R2wax FS8_2019","B8R2wax FS8","clearcut",2019,8,2,"wax F",8,0,NA,2019,2019,"Hylobius","dead",1,1,400,100,0,"","Hylobius",1,2,400,1,1
"428","B8R2wax FS9 clearcut","B8R2wax FS9_2019_clearcut","B8R2wax FS9_2019","B8R2wax FS9","clearcut",2019,8,2,"wax F",9,85,11.7,2019,0,"alive","alive",0,2,1050,100,0,"","alive",0,3,1150,0,1
"429","B8R2wax FS9 clearcut","B8R2wax FS9_2020_clearcut","B8R2wax FS9_2020","B8R2wax FS9","clearcut",2020,8,2,"wax F",9,77,20,2020,0,"alive","alive",0,4,100,0,0,"","alive",0,5,1150,0,1
"430","B8R3collarS2 clearcut","B8R3collarS2_2019_clearcut","B8R3collarS2_2019","B8R3collarS2","clearcut",2019,8,3,"collar",2,35,8.4,2019,0,"alive","alive",0,0,150,50,0,"","alive",0,1,200,0,1
"431","B8R3collarS2 clearcut","B8R3collarS2_2020_clearcut","B8R3collarS2_2020","B8R3collarS2","clearcut",2020,8,3,"collar",2,40,10,2020,0,"alive","alive",0,0,50,0,0,"Z","alive",0,1,200,0,1
"432","B8R3collarS6 clearcut","B8R3collarS6_2019_clearcut","B8R3collarS6_2019","B8R3collarS6","clearcut",2019,8,3,"collar",6,0,NA,2019,2019,"Hylobius","dead",1,0,150,80,0,"","Hylobius",1,1,150,1,1
"433","B8R3collarS9 clearcut","B8R3collarS9_2019_clearcut","B8R3collarS9_2019","B8R3collarS9","clearcut",2019,8,3,"collar",9,30,5.5,2019,0,"alive","alive",0,0,650,100,0,"","alive",0,1,1850,1,1
"434","B8R3collarS9 clearcut","B8R3collarS9_2020_clearcut","B8R3collarS9_2020","B8R3collarS9","clearcut",2020,8,3,"collar",9,0,NA,2020,2020,"Hylobius","dead",1,0,1200,0,0,"","Hylobius",1,1,1850,1,1
"435","B8R4controlS10 clearcut","B8R4controlS10_2018_clearcut","B8R4controlS10_2018","B8R4controlS10","clearcut",2018,8,4,"control",10,0,NA,2018,2018,"Hylobius","dead",1,0,120,40,0,"","Hylobius",1,1,120,1,1
"436","B8R4controlS2 clearcut","B8R4controlS2_2018_clearcut","B8R4controlS2_2018","B8R4controlS2","clearcut",2018,8,4,"control",2,43,9.8,2018,0,"alive","alive",0,0,50,20,0,"","alive",0,1,1900,0,1
"437","B8R4controlS2 clearcut","B8R4controlS2_2019_clearcut","B8R4controlS2_2019","B8R4controlS2","clearcut",2019,8,4,"control",2,49,11.5,2019,0,"alive","alive",0,0,350,30,0,"","alive",0,1,1900,0,1
"438","B8R4controlS2 clearcut","B8R4controlS2_2020_clearcut","B8R4controlS2_2020","B8R4controlS2","clearcut",2020,8,4,"control",2,51,12.9,2020,0,"alive","alive",0,0,1500,0,0,"","alive",0,1,1900,0,1
"439","B8R4controlS3 clearcut","B8R4controlS3_2018_clearcut","B8R4controlS3_2018","B8R4controlS3","clearcut",2018,8,4,"control",3,0,NA,2018,2018,"Hylobius","dead",1,0,160,100,0,"","Hylobius",1,1,160,1,1
"440","B8R4controlS4 clearcut","B8R4controlS4_2018_clearcut","B8R4controlS4_2018","B8R4controlS4","clearcut",2018,8,4,"control",4,20,4.6,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,510,1,1
"441","B8R4controlS4 clearcut","B8R4controlS4_2019_clearcut","B8R4controlS4_2019","B8R4controlS4","clearcut",2019,8,4,"control",4,0,NA,2019,2019,"Hylobius","dead",1,0,500,100,0,"","Hylobius",1,1,510,1,1
"442","B8R4controlS5 clearcut","B8R4controlS5_2018_clearcut","B8R4controlS5_2018","B8R4controlS5","clearcut",2018,8,4,"control",5,46,5.9,2018,0,"alive","alive",0,0,230,80,0,"","alive",0,1,2730,1,1
"443","B8R4controlS5 clearcut","B8R4controlS5_2019_clearcut","B8R4controlS5_2019","B8R4controlS5","clearcut",2019,8,4,"control",5,44,6.5,2019,0,"alive","alive",0,0,1300,100,0,"","alive",0,1,2730,1,1
"444","B8R4controlS5 clearcut","B8R4controlS5_2020_clearcut","B8R4controlS5_2020","B8R4controlS5","clearcut",2020,8,4,"control",5,0,NA,2020,2020,"Hylobius","dead",1,0,1200,0,0,"","Hylobius",1,1,2730,1,1
"445","B8R4controlS7 clearcut","B8R4controlS7_2018_clearcut","B8R4controlS7_2018","B8R4controlS7","clearcut",2018,8,4,"control",7,0,NA,2018,2018,"Hylobius","dead",1,0,780,100,0,"","Hylobius",1,1,780,1,1
"446","B8R4controlS8 clearcut","B8R4controlS8_2018_clearcut","B8R4controlS8_2018","B8R4controlS8","clearcut",2018,8,4,"control",8,38,5.7,2018,0,"alive","alive",0,0,280,60,0,"","alive",0,1,3280,1,1
"447","B8R4controlS8 clearcut","B8R4controlS8_2019_clearcut","B8R4controlS8_2019","B8R4controlS8","clearcut",2019,8,4,"control",8,38,8,2019,0,"alive","alive",0,0,1500,100,0,"","alive",0,1,3280,1,1
"448","B8R4controlS8 clearcut","B8R4controlS8_2020_clearcut","B8R4controlS8_2020","B8R4controlS8","clearcut",2020,8,4,"control",8,0,NA,2020,2020,"Hylobius","dead",1,0,1500,0,0,"","Hylobius",1,1,3280,1,1
"449","B8R4controlS9 clearcut","B8R4controlS9_2018_clearcut","B8R4controlS9_2018","B8R4controlS9","clearcut",2018,8,4,"control",9,39,7,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,2620,1,1
"450","B8R4controlS9 clearcut","B8R4controlS9_2019_clearcut","B8R4controlS9_2019","B8R4controlS9","clearcut",2019,8,4,"control",9,42,6.3,2019,0,"alive","alive",0,0,1200,100,0,"","alive",0,1,2620,1,1
"451","B8R4controlS9 clearcut","B8R4controlS9_2020_clearcut","B8R4controlS9_2020","B8R4controlS9","clearcut",2020,8,4,"control",9,0,NA,2020,2020,"Hylobius","dead",1,0,1400,0,0,"","Hylobius",1,1,2620,1,1
"452","B8R5glueS2 clearcut","B8R5glueS2_2018_clearcut","B8R5glueS2_2018","B8R5glueS2","clearcut",2018,8,5,"glue",2,0,NA,2018,2018,"Hylobius","dead",1,0,80,70,0,"","Hylobius",1,1,80,1,1
"453","B8R5glueS3 clearcut","B8R5glueS3_2019_clearcut","B8R5glueS3_2019","B8R5glueS3","clearcut",2019,8,5,"glue",3,33,6.8,2019,0,"alive","alive",0,0,140,90,0,"","alive",0,1,140,0,1
"454","B8R5glueS5 clearcut","B8R5glueS5_2019_clearcut","B8R5glueS5_2019","B8R5glueS5","clearcut",2019,8,5,"glue",5,39,9.3,2019,0,"alive","alive",0,0,40,20,0,"","alive",0,1,230,0,1
"455","B8R5glueS5 clearcut","B8R5glueS5_2020_clearcut","B8R5glueS5_2020","B8R5glueS5","clearcut",2020,8,5,"glue",5,42,11.3,2020,0,"alive","alive",0,0,190,0,0,"","alive",0,1,230,0,1
"456","B8R5glueS8 clearcut","B8R5glueS8_2019_clearcut","B8R5glueS8_2019","B8R5glueS8","clearcut",2019,8,5,"glue",8,18,6.8,2019,0,"alive","alive",0,0,50,20,0,"","human",0,1,50,1,1
"457","B8R5glueS9 clearcut","B8R5glueS9_2018_clearcut","B8R5glueS9_2018","B8R5glueS9","clearcut",2018,8,5,"glue",9,36,6,2018,0,"alive","alive",0,0,110,70,0,"","alive",0,1,320,0,1
"458","B8R5glueS9 clearcut","B8R5glueS9_2019_clearcut","B8R5glueS9_2019","B8R5glueS9","clearcut",2019,8,5,"glue",9,39,9.9,2019,0,"alive","alive",0,0,210,40,0,"","alive",0,1,320,0,1
"459","B8R6wax CS10 clearcut","B8R6wax CS10_2019_clearcut","B8R6wax CS10_2019","B8R6wax CS10","clearcut",2019,8,6,"wax C",10,44,11.6,2019,0,"alive","alive",0,2,50,20,0,"","alive",0,1,50,0,1
"460","B8R6wax CS2 clearcut","B8R6wax CS2_2019_clearcut","B8R6wax CS2_2019","B8R6wax CS2","clearcut",2019,8,6,"wax C",2,43,12.2,2019,0,"alive","alive",0,3,210,90,0,"","alive",0,4,2710,1,1
"461","B8R6wax CS2 clearcut","B8R6wax CS2_2020_clearcut","B8R6wax CS2_2020","B8R6wax CS2","clearcut",2020,8,6,"wax C",2,0,NA,2020,2020,"Hylobius","dead",1,2,2500,0,0,"","Hylobius",1,3,2710,1,1
"462","B8R6wax CS6 clearcut","B8R6wax CS6_2019_clearcut","B8R6wax CS6_2019","B8R6wax CS6","clearcut",2019,8,6,"wax C",6,46,12.3,2019,0,"alive","alive",0,2,50,20,0,"","alive",0,3,50,0,1
"463","B8R6wax CS7 clearcut","B8R6wax CS7_2019_clearcut","B8R6wax CS7_2019","B8R6wax CS7","clearcut",2019,8,6,"wax C",7,40,9.9,2019,0,"alive","alive",0,2,100,30,0,"","alive",0,3,100,0,1
"464","B9R1collarS1 clearcut","B9R1collarS1_2020_clearcut","B9R1collarS1_2020","B9R1collarS1","clearcut",2020,9,1,"collar",1,0,NA,2020,2020,"Hylobius","dead",1,0,150,0,0,"Z","Hylobius",1,1,150,1,1
"465","B9R1collarS10 clearcut","B9R1collarS10_2018_clearcut","B9R1collarS10_2018","B9R1collarS10","clearcut",2018,9,1,"collar",10,0,NA,2018,2018,"Hylobius","dead",1,0,230,60,0,"","Hylobius",1,1,230,1,1
"466","B9R1collarS2 clearcut","B9R1collarS2_2018_clearcut","B9R1collarS2_2018","B9R1collarS2","clearcut",2018,9,1,"collar",2,0,NA,2018,2018,"Hylobius","dead",1,0,20,10,0,"","other",1,1,20,1,1
"467","B9R1collarS3 clearcut","B9R1collarS3_2018_clearcut","B9R1collarS3_2018","B9R1collarS3","clearcut",2018,9,1,"collar",3,37,4.5,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,220,1,1
"468","B9R1collarS3 clearcut","B9R1collarS3_2019_clearcut","B9R1collarS3_2019","B9R1collarS3","clearcut",2019,9,1,"collar",3,0,NA,2019,2019,"Hylobius","dead",1,0,200,30,0,"","Hylobius",1,1,220,1,1
"469","B9R1collarS4 clearcut","B9R1collarS4_2018_clearcut","B9R1collarS4_2018","B9R1collarS4","clearcut",2018,9,1,"collar",4,0,NA,2018,2018,"Hylobius","dead",1,0,110,70,0,"","Hylobius",1,1,110,1,1
"470","B9R1collarS5 clearcut","B9R1collarS5_2018_clearcut","B9R1collarS5_2018","B9R1collarS5","clearcut",2018,9,1,"collar",5,33,6,2018,0,"alive","alive",0,0,650,80,0,"","alive",0,1,2950,1,1
"471","B9R1collarS5 clearcut","B9R1collarS5_2019_clearcut","B9R1collarS5_2019","B9R1collarS5","clearcut",2019,9,1,"collar",5,37,7.3,2019,0,"alive","alive",0,0,1500,100,0,"","alive",0,1,2950,1,1
"472","B9R1collarS5 clearcut","B9R1collarS5_2020_clearcut","B9R1collarS5_2020","B9R1collarS5","clearcut",2020,9,1,"collar",5,0,NA,2020,2020,"Hylobius","dead",1,0,800,0,0,"","Hylobius",1,1,2950,1,1
"473","B9R1collarS6 clearcut","B9R1collarS6_2018_clearcut","B9R1collarS6_2018","B9R1collarS6","clearcut",2018,9,1,"collar",6,0,NA,2018,2018,"Hylobius","dead",1,0,440,70,0,"","Hylobius",1,1,440,1,1
"474","B9R1collarS7 clearcut","B9R1collarS7_2018_clearcut","B9R1collarS7_2018","B9R1collarS7","clearcut",2018,9,1,"collar",7,0,NA,2018,2018,"Hylobius","dead",1,0,90,50,0,"","Hylobius",1,1,90,1,1
"475","B9R1collarS8 clearcut","B9R1collarS8_2018_clearcut","B9R1collarS8_2018","B9R1collarS8","clearcut",2018,9,1,"collar",8,27,5.2,2018,0,"alive","alive",0,0,50,20,0,"","alive",0,1,1400,0,1
"476","B9R1collarS8 clearcut","B9R1collarS8_2019_clearcut","B9R1collarS8_2019","B9R1collarS8","clearcut",2019,9,1,"collar",8,29,5.6,2019,0,"alive","alive",0,0,900,100,0,"","alive",0,1,1400,0,1
"477","B9R1collarS8 clearcut","B9R1collarS8_2020_clearcut","B9R1collarS8_2020","B9R1collarS8","clearcut",2020,9,1,"collar",8,21,6.3,2020,0,"alive","alive",0,0,450,0,0,"Z","bad condition",0,1,1400,0,1
"478","B9R1collarS9 clearcut","B9R1collarS9_2018_clearcut","B9R1collarS9_2018","B9R1collarS9","clearcut",2018,9,1,"collar",9,0,NA,2018,2018,"Hylobius","dead",1,0,80,50,0,"","Hylobius",1,1,80,1,1
"479","B9R2controlS1 clearcut","B9R2controlS1_2019_clearcut","B9R2controlS1_2019","B9R2controlS1","clearcut",2019,9,2,"control",1,28,5.8,2019,0,"alive","alive",0,0,350,100,0,"","alive",0,1,350,1,1
"480","B9R2controlS10 clearcut","B9R2controlS10_2018_clearcut","B9R2controlS10_2018","B9R2controlS10","clearcut",2018,9,2,"control",10,0,NA,2018,2018,"Hylobius","dead",1,0,210,90,0,"","Hylobius",1,1,210,1,1
"481","B9R2controlS2 clearcut","B9R2controlS2_2019_clearcut","B9R2controlS2_2019","B9R2controlS2","clearcut",2019,9,2,"control",2,41,6.2,2019,0,"alive","alive",0,0,20,10,0,"","alive",0,1,20,0,1
"482","B9R2controlS3 clearcut","B9R2controlS3_2018_clearcut","B9R2controlS3_2018","B9R2controlS3","clearcut",2018,9,2,"control",3,0,NA,2018,2018,"Hylobius","dead",1,0,150,90,0,"","Hylobius",1,1,150,1,1
"483","B9R2controlS4 clearcut","B9R2controlS4_2018_clearcut","B9R2controlS4_2018","B9R2controlS4","clearcut",2018,9,2,"control",4,0,NA,2018,2018,"Hylobius","dead",1,0,60,30,0,"","other",1,1,60,1,1
"484","B9R2controlS5 clearcut","B9R2controlS5_2018_clearcut","B9R2controlS5_2018","B9R2controlS5","clearcut",2018,9,2,"control",5,0,NA,2018,2018,"Hylobius","dead",1,0,450,100,0,"","Hylobius",1,1,450,1,1
"485","B9R2controlS6 clearcut","B9R2controlS6_2018_clearcut","B9R2controlS6_2018","B9R2controlS6","clearcut",2018,9,2,"control",6,0,NA,2018,2018,"Hylobius","dead",1,0,960,100,0,"","Hylobius",1,1,960,1,1
"486","B9R2controlS7 clearcut","B9R2controlS7_2018_clearcut","B9R2controlS7_2018","B9R2controlS7","clearcut",2018,9,2,"control",7,54,7,2018,0,"alive","alive",0,0,10,10,0,"","alive",0,1,3810,1,1
"487","B9R2controlS7 clearcut","B9R2controlS7_2019_clearcut","B9R2controlS7_2019","B9R2controlS7","clearcut",2019,9,2,"control",7,56,6.9,2019,0,"alive","alive",0,0,1300,100,0,"","alive",0,1,3810,1,1
"488","B9R2controlS7 clearcut","B9R2controlS7_2020_clearcut","B9R2controlS7_2020","B9R2controlS7","clearcut",2020,9,2,"control",7,0,NA,2020,2020,"Hylobius","dead",1,0,2500,0,0,"","Hylobius",1,1,3810,1,1
"489","B9R2controlS8 clearcut","B9R2controlS8_2018_clearcut","B9R2controlS8_2018","B9R2controlS8","clearcut",2018,9,2,"control",8,0,NA,2018,2018,"Hylobius","dead",1,0,130,100,0,"","Hylobius",1,1,130,1,1
"490","B9R2controlS9 clearcut","B9R2controlS9_2018_clearcut","B9R2controlS9_2018","B9R2controlS9","clearcut",2018,9,2,"control",9,0,NA,2018,2018,"Hylobius","dead",1,0,70,50,0,"","Hylobius",1,1,70,1,1
"491","B9R3wax FS1 clearcut","B9R3wax FS1_2019_clearcut","B9R3wax FS1_2019","B9R3wax FS1","clearcut",2019,9,3,"wax F",1,48,11.8,2019,0,"alive","alive",0,2,220,50,0,"","alive",0,3,250,0,1
"492","B9R3wax FS1 clearcut","B9R3wax FS1_2020_clearcut","B9R3wax FS1_2020","B9R3wax FS1","clearcut",2020,9,3,"wax F",1,59,13.2,2020,0,"alive","alive",0,3,30,0,0,"","alive",0,4,250,0,1
"493","B9R3wax FS2 clearcut","B9R3wax FS2_2019_clearcut","B9R3wax FS2_2019","B9R3wax FS2","clearcut",2019,9,3,"wax F",2,41,5.4,2019,0,"alive","alive",0,3,350,100,0,"","alive",0,4,650,1,1
"494","B9R3wax FS2 clearcut","B9R3wax FS2_2020_clearcut","B9R3wax FS2_2020","B9R3wax FS2","clearcut",2020,9,3,"wax F",2,0,NA,2020,2020,"Hylobius","dead",1,0,300,0,0,"","Hylobius",1,1,650,1,1
"495","B9R3wax FS3 clearcut","B9R3wax FS3_2020_clearcut","B9R3wax FS3_2020","B9R3wax FS3","clearcut",2020,9,3,"wax F",3,0,NA,2020,2020,"Hylobius","dead",1,2,90,0,0,"","Hylobius",1,3,90,1,1
"496","B9R3wax FS4 clearcut","B9R3wax FS4_2019_clearcut","B9R3wax FS4_2019","B9R3wax FS4","clearcut",2019,9,3,"wax F",4,41,11.2,2019,0,"alive","alive",0,2,130,40,0,"","alive",0,3,420,0,1
"497","B9R3wax FS4 clearcut","B9R3wax FS4_2020_clearcut","B9R3wax FS4_2020","B9R3wax FS4","clearcut",2020,9,3,"wax F",4,49,14.1,2020,0,"alive","alive",0,2,290,0,0,"","terminal",0,3,420,0,1
"498","B9R3wax FS9 clearcut","B9R3wax FS9_2019_clearcut","B9R3wax FS9_2019","B9R3wax FS9","clearcut",2019,9,3,"wax F",9,44,8.4,2019,0,"alive","alive",0,4,250,100,0,"","alive",0,5,570,0,1
"499","B9R3wax FS9 clearcut","B9R3wax FS9_2020_clearcut","B9R3wax FS9_2020","B9R3wax FS9","clearcut",2020,9,3,"wax F",9,55,12.8,2020,0,"alive","alive",0,3,320,0,0,"","alive",0,5,570,0,1
"500","B9R4chemicalS1 clearcut","B9R4chemicalS1_2018_clearcut","B9R4chemicalS1_2018","B9R4chemicalS1","clearcut",2018,9,4,"chemical",1,36,7.1,2018,0,"alive","alive",0,0,30,10,0,"","alive",0,1,30,0,1
"501","B9R4chemicalS10 clearcut","B9R4chemicalS10_2018_clearcut","B9R4chemicalS10_2018","B9R4chemicalS10","clearcut",2018,9,4,"chemical",10,43,6.7,2018,0,"alive","alive",0,0,140,40,0,"","alive",0,1,160,0,1
"502","B9R4chemicalS10 clearcut","B9R4chemicalS10_2020_clearcut","B9R4chemicalS10_2020","B9R4chemicalS10","clearcut",2020,9,4,"chemical",10,65,13.5,2020,0,"alive","alive",0,0,20,0,0,"","alive",0,1,160,0,1
"503","B9R4chemicalS2 clearcut","B9R4chemicalS2_2018_clearcut","B9R4chemicalS2_2018","B9R4chemicalS2","clearcut",2018,9,4,"chemical",2,43,7.7,2018,0,"alive","alive",0,0,30,30,0,"","alive",0,1,30,0,1
"504","B9R4chemicalS4 clearcut","B9R4chemicalS4_2018_clearcut","B9R4chemicalS4_2018","B9R4chemicalS4","clearcut",2018,9,4,"chemical",4,50,5.2,2018,0,"alive","alive",0,0,20,20,0,"","alive",0,1,20,1,1
"505","B9R4chemicalS6 clearcut","B9R4chemicalS6_2018_clearcut","B9R4chemicalS6_2018","B9R4chemicalS6","clearcut",2018,9,4,"chemical",6,0,NA,2018,2018,"Hylobius","dead",1,0,60,20,0,"","other",1,1,60,1,1
"506","B9R4chemicalS7 clearcut","B9R4chemicalS7_2018_clearcut","B9R4chemicalS7_2018","B9R4chemicalS7","clearcut",2018,9,4,"chemical",7,0,NA,2018,2018,"Hylobius","dead",1,0,110,90,0,"","Hylobius",1,1,110,1,1
"507","B9R4chemicalS8 clearcut","B9R4chemicalS8_2018_clearcut","B9R4chemicalS8_2018","B9R4chemicalS8","clearcut",2018,9,4,"chemical",8,37,4.9,2018,0,"alive","alive",0,0,30,10,0,"","alive",0,1,30,0,1
"508","B9R4chemicalS9 clearcut","B9R4chemicalS9_2018_clearcut","B9R4chemicalS9_2018","B9R4chemicalS9","clearcut",2018,9,4,"chemical",9,48,7.8,2018,0,"alive","alive",0,0,20,10,0,"","alive",0,1,110,0,1
"509","B9R4chemicalS9 clearcut","B9R4chemicalS9_2019_clearcut","B9R4chemicalS9_2019","B9R4chemicalS9","clearcut",2019,9,4,"chemical",9,49,10,2019,0,"alive","alive",0,0,60,10,0,"","alive",0,1,110,0,1
"510","B9R4chemicalS9 clearcut","B9R4chemicalS9_2020_clearcut","B9R4chemicalS9_2020","B9R4chemicalS9","clearcut",2020,9,4,"chemical",9,70,14.8,2020,0,"alive","alive",0,0,30,0,0,"","alive",0,1,110,0,1
"511","B9R5glueS1 clearcut","B9R5glueS1_2018_clearcut","B9R5glueS1_2018","B9R5glueS1","clearcut",2018,9,5,"glue",1,40,10.2,2018,0,"alive","alive",0,0,40,30,0,"","alive",0,1,90,0,1
"512","B9R5glueS1 clearcut","B9R5glueS1_2019_clearcut","B9R5glueS1_2019","B9R5glueS1","clearcut",2019,9,5,"glue",1,49,19.1,2019,0,"alive","alive",0,0,50,20,0,"","alive",0,1,90,0,1
"513","B9R5glueS10 clearcut","B9R5glueS10_2019_clearcut","B9R5glueS10_2019","B9R5glueS10","clearcut",2019,9,5,"glue",10,61,11.5,2019,0,"alive","alive",0,0,340,50,0,"","alive",0,1,1100,1,1
"514","B9R5glueS10 clearcut","B9R5glueS10_2020_clearcut","B9R5glueS10_2020","B9R5glueS10","clearcut",2020,9,5,"glue",10,0,NA,2020,2020,"Hylobius","dead",1,0,760,0,0,"","Hylobius",1,1,1100,1,1
"515","B9R5glueS2 clearcut","B9R5glueS2_2018_clearcut","B9R5glueS2_2018","B9R5glueS2","clearcut",2018,9,5,"glue",2,0,NA,2018,2018,"Hylobius","dead",1,0,430,100,0,"","Hylobius",1,1,430,1,1
"516","B9R5glueS3 clearcut","B9R5glueS3_2018_clearcut","B9R5glueS3_2018","B9R5glueS3","clearcut",2018,9,5,"glue",3,0,NA,2018,2018,"Hylobius","dead",1,0,220,100,0,"","Hylobius",1,1,220,1,1
"517","B9R5glueS4 clearcut","B9R5glueS4_2019_clearcut","B9R5glueS4_2019","B9R5glueS4","clearcut",2019,9,5,"glue",4,52,11.5,2019,0,"alive","alive",0,0,110,30,0,"","alive",0,1,110,0,1
"518","B9R5glueS5 clearcut","B9R5glueS5_2019_clearcut","B9R5glueS5_2019","B9R5glueS5","clearcut",2019,9,5,"glue",5,65,12.6,2019,0,"alive","alive",0,0,80,30,0,"","alive",0,1,80,0,1
"519","B9R5glueS6 clearcut","B9R5glueS6_2019_clearcut","B9R5glueS6_2019","B9R5glueS6","clearcut",2019,9,5,"glue",6,53,14.1,2019,0,"alive","alive",0,0,180,40,0,"","alive",0,1,180,0,1
